Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
100506963	ELOA-AS1	NC_000001.11	-	23760382	23778297	0.016410	25.499210	52.653725
10250	SRRM1	NC_000001.11	+	24643302	24673281	0.011739	25.879910	53.439842
124904829	LOC124904829	NC_000001.11	-	24666983	24667087	0.000000	0.000000	0.000000
6006	RHCE	NC_000001.11	-	25362249	25420935	0.000000	0.000000	0.000000
388606	SDHDP7	NC_000001.11	+	25398695	25400004	0.112214	174.367340	360.053955
100750325	RCAN3AS	NC_000001.11	-	24496254	24502382	0.015990	24.846577	51.306099
11123	RCAN3	NC_000001.11	+	24502344	24541040	0.000000	0.000000	0.000000
100506985	NCMAP-DT	NC_000001.11	-	24539274	24556024	0.016238	25.231939	52.101841
646471	LOC646471	NC_000001.11	-	25819954	25823606	0.000000	0.000000	0.000000
56181	MTFR1L	NC_000001.11	+	25819954	25832938	0.007547	11.727149	24.215580
79000	AUNIP	NC_000001.11	-	25831906	25859457	0.000000	0.000000	0.000000
100128503	DPPA2P2	NC_000001.11	-	26519117	26520264	0.042683	66.324356	136.954239
100270888	RPL32P6	NC_000001.11	+	26983595	26984079	0.202062	313.980560	648.343506
101928728	LOC101928728	NC_000001.11	-	26691910	26694131	0.044104	68.532425	141.513702
646572	CHCHD3P3	NC_000001.11	-	27200636	27201599	0.101660	157.967667	326.190002
84065	TMEM222	NC_000001.11	+	27322245	27336400	0.055840	86.768784	179.170273
644961	ACTG1P20	NC_000001.11	+	27323874	27326525	0.000000	0.000000	0.000000
100887744	RNU6-48P	NC_000001.11	+	27325219	27325324	0.000000	0.000000	0.000000
57035	RSRP1	NC_000001.11	-	25242249	25338254	0.000000	0.000000	0.000000
6007	RHD	NC_000001.11	+	25272486	25330445	0.000000	0.000000	0.000000
29768	SDHDP6	NC_000001.11	-	25293358	25294669	0.186738	290.168854	599.174377
646597	CHMP1AP1	NC_000001.11	-	27686809	27687440	0.155063	240.949661	497.540802
199870	FAM76A	NC_000001.11	+	27725961	27763116	0.000000	0.000000	0.000000
100420555	RPEP3	NC_000001.11	+	27739930	27740832	0.217054	337.276367	696.447388
653566	SPCS2P4	NC_000001.11	-	28095035	28096442	0.034801	54.076656	111.663765
10163	WASF2	NC_000001.11	-	27404230	27490167	0.001082	1.681301	3.471745
105378616	TAF12-DT	NC_000001.11	+	28643256	28648801	0.035341	54.915752	113.396423
26824	RNU11	NC_000001.11	+	28648600	28648734	0.000000	0.000000	0.000000
54952	TRNAU1AP	NC_000001.11	+	28553085	28578545	0.000000	0.000000	0.000000
85028	SNHG12	NC_000001.11	-	28578538	28582983	0.000000	0.000000	0.000000
692212	SNORD99	NC_000001.11	-	28578743	28578822	0.000000	0.000000	0.000000
677838	SNORA61	NC_000001.11	-	28579764	28579893	0.000000	0.000000	0.000000
677825	SNORA44	NC_000001.11	-	28580381	28580512	0.136364	211.893600	437.542511
692073	SNORA16A	NC_000001.11	-	28580920	28581053	0.000000	0.000000	0.000000
8420	SNHG3	NC_000001.11	+	28505943	28510892	0.004844	7.527006	15.542636
1104	RCC1	NC_000001.11	+	28506043	28538989	0.008196	12.735619	26.297985
6080	SNORA73A	NC_000001.11	+	28507365	28507571	0.000000	0.000000	0.000000
26768	SNORA73B	NC_000001.11	+	28508558	28508762	0.000000	0.000000	0.000000
124904836	LOC124904836	NC_000001.11	+	28517476	28517575	0.000000	0.000000	0.000000
100128092	PRDX3P2	NC_000001.11	-	28526358	28527238	0.000000	0.000000	0.000000
101928460	LINC01756	NC_000001.11	-	29329620	29350114	0.009563	14.859776	30.684193
101929406	LINC01648	NC_000001.11	-	30013952	30037612	0.019357	30.078499	62.109577
105378622	LINC01778	NC_000001.11	+	30824652	30834284	0.007630	11.856122	24.481897
441880	EEF1A1P46	NC_000001.11	-	31487591	31488973	0.070860	110.108101	227.363983
4146	MATN1	NC_000001.11	-	30711277	30723585	0.007962	12.372010	25.547163
100129196	MATN1-AS1	NC_000001.11	+	30718772	30726746	0.012288	19.094105	39.427727
343338	GAPDHP20	NC_000001.11	-	32401899	32403183	0.152529	237.012115	489.410126
101929254	LRRC37A12P	NC_000001.11	-	32424476	32426537	0.047527	73.851364	152.496872
127545	RPL18AP4	NC_000001.11	+	32979907	32980525	0.158320	246.010635	507.991333
100131451	TLR12P	NC_000001.11	+	33466249	33468975	0.107811	167.525604	345.926331
100422287	LOC100422287	NC_000001.11	-	33511891	33512784	0.318792	495.365234	1022.887695
1912	PHC2	NC_000001.11	-	33323626	33431095	0.000000	0.000000	0.000000
100500853	MIR3605	NC_000001.11	-	33332393	33332492	0.000000	0.000000	0.000000
106480837	RN7SKP16	NC_000001.11	-	33336566	33336864	0.000000	0.000000	0.000000
101929464	PHC2-AS1	NC_000001.11	+	33350352	33363245	0.007600	11.809505	24.385637
100419477	RPL12P45	NC_000001.11	+	35053471	35059268	0.033805	52.528992	108.467957
9202	ZMYM4	NC_000001.11	+	35268709	35422058	0.000000	0.000000	0.000000
106481060	RN7SL503P	NC_000001.11	-	35292196	35292498	0.000000	0.000000	0.000000
124900419	LOC124900419	NC_000001.11	+	35310274	35310425	0.000000	0.000000	0.000000
643343	RPL5P4	NC_000001.11	+	35350652	35351666	0.000000	0.000000	0.000000
100861513	ZMYM4-AS1	NC_000001.11	-	35358822	35366077	0.013506	20.986734	43.335846
728431	ZC3H12A-DT	NC_000001.11	-	37454879	37474443	0.019422	30.179501	62.318138
114784	CSMD2	NC_000001.11	-	33513998	34165842	0.000000	0.000000	0.000000
100287140	HSPD1P14	NC_000001.11	+	33838521	33840137	0.060606	94.174591	194.462631
127540	HMGB4	NC_000001.11	+	33860475	33864791	0.000000	0.000000	0.000000
402779	CSMD2-AS1	NC_000001.11	+	33868956	33885458	0.035630	55.364826	114.323723
100873281	RNA5SP42	NC_000001.11	+	34112949	34113063	0.000000	0.000000	0.000000
79753	SNIP1	NC_000001.11	-	37534449	37554293	0.004938	7.673070	15.844248
2496	FTH1P1	NC_000001.11	+	37544563	37545458	0.000000	0.000000	0.000000
100418964	TUBB6P1	NC_000001.11	-	38383847	38384430	0.142123	220.842392	456.021057
339442	LINC01343	NC_000001.11	-	38209034	38214767	0.017091	26.557402	54.838806
26292	MYCBP	NC_000001.11	-	38862490	38873378	0.000000	0.000000	0.000000
100527950	GJA9-MYCBP	NC_000001.11	-	38862490	38881626	0.000000	0.000000	0.000000
105378663	LOC105378663	NC_000001.11	+	38873401	38876226	0.000000	0.000000	0.000000
81025	GJA9	NC_000001.11	-	38874069	38881587	0.013034	20.253302	41.821369
105378653	MIR3659HG	NC_000001.11	+	38047134	38119530	0.014752	22.922871	47.333809
100500801	MIR3659	NC_000001.11	+	38089231	38089329	0.000000	0.000000	0.000000
101929536	LOC101929536	NC_000001.11	+	39788976	39790171	0.081940	127.325111	262.915680
728602	OAZ1P1	NC_000001.11	+	40132709	40133576	0.112903	175.437973	362.264709
8761	PABPC4	NC_000001.11	-	39560816	39576790	0.018404	28.597649	59.051746
101929516	PABPC4-AS1	NC_000001.11	+	39565070	39573203	0.012048	18.721174	38.657654
677834	SNORA55	NC_000001.11	-	39567374	39567510	0.000000	0.000000	0.000000
388621	RPL21P20	NC_000001.11	-	40333042	40333598	0.175943	273.394714	564.537170
100328982	LOC100328982	NC_000001.11	+	40559340	40561055	0.044872	69.725807	143.977936
728633	GTF2F2P2	NC_000001.11	-	40593633	40594323	0.283647	440.754059	910.120117
100128362	LOC100128362	NC_000001.11	-	40938102	40939760	0.059072	91.790932	189.540588
100507178	SLFNL1-AS1	NC_000001.11	+	41014590	41043890	0.006689	10.393918	21.462570
200172	SLFNL1	NC_000001.11	-	41015597	41021725	0.000000	0.000000	0.000000
22955	SCMH1	NC_000001.11	-	41027202	41242306	0.000000	0.000000	0.000000
100271138	RPL23AP17	NC_000001.11	+	41098799	41099183	0.254545	395.532959	816.742432
23499	MACF1	NC_000001.11	+	39084167	39487138	0.000243	0.377593	0.779699
106481373	RNU6-608P	NC_000001.11	-	39120940	39121043	0.000000	0.000000	0.000000
100873283	RNA5SP44	NC_000001.11	-	39154164	39154296	0.000000	0.000000	0.000000
100292290	HSPE1P8	NC_000001.11	-	39303903	39304919	0.000000	0.000000	0.000000
644449	HNRNPFP1	NC_000001.11	+	42040545	42042845	0.212951	330.900787	683.282349
59269	HIVEP3	NC_000001.11	-	41506365	42035934	0.000000	0.000000	0.000000
100418723	LOC100418723	NC_000001.11	+	41542068	41544148	0.047093	73.176979	151.104324
391033	MKRN8P	NC_000001.11	-	42889631	42892440	0.104626	162.576492	335.706818
79078	C1orf50	NC_000001.11	+	42767249	42779491	0.008005	12.438827	25.685135
105378683	TMEM269-DT	NC_000001.11	-	42776666	42784895	0.011908	18.503630	38.208443
440584	SLC2A1-DT	NC_000001.11	+	42959049	42983358	0.006047	9.396326	19.402626
339539	LOC339539	NC_000001.11	+	42857622	42888792	0.012576	19.541624	40.351814
100420252	LOC100420252	NC_000001.11	-	42886351	42888721	0.123998	192.678299	397.864532
5792	PTPRF	NC_000001.11	+	43526037	43623666	0.003243	9.896676	20.435806
23334	SZT2	NC_000001.11	+	43389899	43454247	0.000000	0.000000	0.000000
100873952	SZT2-AS1	NC_000001.11	-	43447776	43448644	0.000000	0.000000	0.000000
102465440	MIR6735	NC_000001.11	+	43448539	43448611	0.000000	0.000000	0.000000
81888	HYI	NC_000001.11	-	43450989	43453931	0.000000	0.000000	0.000000
100873923	HYI-AS1	NC_000001.11	+	43453927	43456999	0.031891	49.554859	102.326630
644743	KRT8P47	NC_000001.11	-	44103063	44104705	0.119294	185.368835	382.771088
6487	ST3GAL3	NC_000001.11	+	43707536	43931159	0.000000	0.000000	0.000000
101929592	ST3GAL3-AS1	NC_000001.11	-	43709392	43727343	0.005459	8.482643	17.515947
124904721	LOC124904721	NC_000001.11	+	43716471	43716564	0.000000	0.000000	0.000000
102464830	MIR6079	NC_000001.11	+	43838622	43838683	0.000000	0.000000	0.000000
6471	SHMT1P1	NC_000001.11	-	43849421	43851952	0.038705	60.143013	124.190277
79033	ERI3	NC_000001.11	-	44221070	44355279	0.000000	0.000000	0.000000
100874278	ERI3-IT1	NC_000001.11	-	44222595	44244283	0.004518	7.020440	14.496620
106635545	SNORA110	NC_000001.11	-	44252344	44252559	0.000000	0.000000	0.000000
8891	EIF2B3	NC_000001.11	-	44850522	44986595	0.000000	0.000000	0.000000
100873286	RNA5SP47	NC_000001.11	+	44932323	44932431	0.000000	0.000000	0.000000
728887	CCNB1IP1P1	NC_000001.11	+	44958093	44959574	0.066127	102.753578	212.177505
100128639	HMGB1P48	NC_000001.11	+	45530822	45532621	0.054444	84.599564	174.691010
100270896	RPL7AP16	NC_000001.11	-	45650978	45651850	0.224513	348.866760	720.380615
23139	MAST2	NC_000001.11	+	45803612	46036122	0.000000	0.000000	0.000000
100101407	TMA16P2	NC_000001.11	-	45845343	45847719	0.082457	128.128464	264.574554
100507423	MKNK1-AS1	NC_000001.11	+	46538696	46570255	0.009316	14.475967	29.891659
148930	KNCN	NC_000001.11	-	46545641	46551647	0.000000	0.000000	0.000000
8569	MKNK1	NC_000001.11	-	46557407	46604268	0.000000	0.000000	0.000000
64756	ATPAF1	NC_000001.11	-	46632737	46668557	0.000000	0.000000	0.000000
106480294	NENFP1	NC_000001.11	-	46665910	46666375	0.210300	326.781433	674.776306
100533626	TUBAP9	NC_000001.11	-	47074778	47075979	0.081531	126.689575	261.603363
100130197	EFCAB14-AS1	NC_000001.11	+	46674036	46692098	0.021702	33.722351	69.633835
9813	EFCAB14	NC_000001.11	-	46675159	46719114	0.011148	17.322680	35.769882
163720	CYP4Z2P	NC_000001.11	-	46843095	46900475	0.000854	1.327015	2.740176
100533627	TUBAP8	NC_000001.11	+	46891629	46892830	0.000000	0.000000	0.000000
8503	PIK3R3	NC_000001.11	-	46040140	46174901	0.000000	0.000000	0.000000
110117499	P3R3URF-PIK3R3	NC_000001.11	-	46040140	46176488	0.001232	1.914383	3.953040
101929626	LOC101929626	NC_000001.11	+	46133371	46139081	0.000000	0.000000	0.000000
110117498	P3R3URF	NC_000001.11	-	46175486	46176488	0.000000	0.000000	0.000000
100270881	RPL21P25	NC_000001.11	-	48497257	48497736	0.204167	317.251465	655.097717
102724077	LINC01389	NC_000001.11	-	47380796	47437317	0.000000	0.000000	0.000000
2301	FOXE3	NC_000001.11	+	47416285	47418052	0.055430	86.131691	177.854721
84793	FOXD2-AS1	NC_000001.11	-	47432133	47434641	0.039059	60.693089	125.326134
54558	SPATA6	NC_000001.11	-	48295373	48472204	0.000000	0.000000	0.000000
5512	PPP1R8P1	NC_000001.11	-	48324976	48326158	0.082840	128.723602	265.803467
106479886	RNU6-723P	NC_000001.11	+	48344209	48344315	0.000000	0.000000	0.000000
644462	LOC644462	NC_000001.11	+	48435702	48437896	0.133941	208.128525	429.768005
106481191	RNU4-61P	NC_000001.11	+	48447936	48448042	0.000000	0.000000	0.000000
100129919	HMGB1P45	NC_000001.11	-	50398862	50399370	0.192534	299.175171	617.771667
100422535	FCF1P6	NC_000001.11	-	50405040	50406062	0.095797	148.857254	307.377747
391039	CFL1P2	NC_000001.11	-	51157439	51158540	0.088929	138.185196	285.340851
105378716	LINC01562	NC_000001.11	-	51195095	51235096	0.002572	3.996585	8.252613
124904818	LOC124904818	NC_000001.11	-	51231253	51231356	0.000000	0.000000	0.000000
100270902	RPS26P14	NC_000001.11	+	51980446	51980887	0.427602	664.443115	1372.019409
51060	TXNDC12	NC_000001.11	-	52020131	52056171	0.000000	0.000000	0.000000
112970	KTI12	NC_000001.11	-	52032103	52033810	0.000000	0.000000	0.000000
104355143	TXNDC12-AS1	NC_000001.11	+	52050918	52052683	0.055493	86.229591	178.056870
114883	OSBPL9	NC_000001.11	+	51617092	51789219	0.000000	0.000000	0.000000
100421271	GAPDHP51	NC_000001.11	-	51707138	51708146	0.097126	150.922363	311.642029
100422686	SLC25A6P3	NC_000001.11	+	51709083	51709939	0.000000	0.000000	0.000000
124900447	LOC124900447	NC_000001.11	-	51724775	51724896	0.000000	0.000000	0.000000
4898	NRDC	NC_000001.11	-	51789210	51878727	0.000000	0.000000	0.000000
100313892	MIR761	NC_000001.11	-	51836344	51836402	0.000000	0.000000	0.000000
106480781	TSEN15P2	NC_000001.11	+	51859775	51860223	0.000000	0.000000	0.000000
100420258	PLA2G12AP1	NC_000001.11	+	52368480	52369345	0.103926	161.488770	333.460754
645311	EEF1GP7	NC_000001.11	+	52573107	52573899	0.123581	192.030319	396.526520
9372	ZFYVE9	NC_000001.11	+	52142089	52346634	0.000000	0.000000	0.000000
106481135	RN7SL788P	NC_000001.11	+	52150108	52150419	0.314103	488.079102	1007.842407
100190934	LOC100190934	NC_000001.11	-	52160006	52160601	0.000000	0.000000	0.000000
724060	LOC724060	NC_000001.11	-	52161045	52163481	0.040213	62.486267	129.028900
100419023	PDCL3P6	NC_000001.11	+	52179815	52180694	0.111364	173.046539	357.326599
100270825	RPL9P12	NC_000001.11	-	52189905	52190309	0.000000	0.000000	0.000000
100861458	DNAJC19P7	NC_000001.11	-	52251954	52252883	0.000000	0.000000	0.000000
729198	ANAPC10P1	NC_000001.11	+	52253567	52254383	0.000000	0.000000	0.000000
23318	TUT4	NC_000001.11	-	52423275	52553090	0.016758	26.039959	53.770332
106479246	RN7SL62P	NC_000001.11	+	52714399	52714695	0.309764	481.336792	993.920105
729236	RPS13P2	NC_000001.11	-	52772150	52772674	0.186667	290.058533	598.946594
6342	SCP2	NC_000001.11	+	52927276	53051698	0.000000	0.000000	0.000000
115482681	H3P2	NC_000001.11	-	52943522	52944022	0.000000	0.000000	0.000000
100133211	RRAS2P1	NC_000001.11	-	52991782	52993703	0.050989	79.230904	163.605179
100418902	TUBBP10	NC_000001.11	+	52994566	52996317	0.094749	147.228790	304.015106
127435	PODN	NC_000001.11	+	53062213	53085494	0.000000	0.000000	0.000000
100874453	HIGD1AP11	NC_000001.11	-	53073052	53073457	0.241379	375.074524	774.497498
100420556	CPT2P1	NC_000001.11	+	53186295	53186871	0.169844	263.917572	544.967651
100421395	HNRNPA3P12	NC_000001.11	-	53974978	53976150	0.165388	256.993469	530.669983
645436	HNRNPA1P63	NC_000001.11	+	54536740	54537951	0.161716	251.287628	518.887878
84871	AGBL4	NC_000001.11	-	48532854	50023954	0.000000	0.000000	0.000000
79656	BEND5	NC_000001.11	-	48727519	48776891	0.000000	0.000000	0.000000
124904851	LOC124904851	NC_000001.11	+	49151390	49151503	0.000000	0.000000	0.000000
101929721	AGBL4-AS1	NC_000001.11	+	49257411	49269294	0.025564	39.723446	82.025589
100874313	AGBL4-IT1	NC_000001.11	-	49374201	49472085	0.017817	27.685520	57.168278
100507490	ZNF859P	NC_000001.11	+	49844652	49846492	0.053232	82.716263	170.802139
100873233	MTND2P29	NC_000001.11	+	50017086	50017504	0.000000	0.000000	0.000000
107985760	TRK-CTT7-1	NC_000001.11	-	54957869	54957941	1.301370	2022.175781	4175.623535
100507634	LOC100507634	NC_000001.11	+	55215408	55217455	0.047852	74.356377	153.539673
109729142	MTCO2P34	NC_000001.11	-	55372710	55373316	0.161450	250.874298	518.034363
105378738	LINC01755	NC_000001.11	+	55945087	55950119	0.038943	60.512836	124.953934
109729135	MIR4422HG	NC_000001.11	+	55217861	55234177	0.000000	0.000000	0.000000
645506	GYG1P3	NC_000001.11	+	55222279	55224076	0.081758	127.042305	262.331696
100616272	MIR4422	NC_000001.11	+	55225641	55225723	0.000000	0.000000	0.000000
101929935	LOC101929935	NC_000001.11	-	56627791	56645318	0.011182	17.375511	35.878975
105378739	LINC01753	NC_000001.11	-	55915609	55944963	0.000000	0.000000	0.000000
106480812	PIGQP1	NC_000001.11	-	55938714	55939280	0.172839	268.571472	554.577515
100527960	MROH7-TTC4	NC_000001.11	+	54641740	54742657	0.000000	0.000000	0.000000
374977	MROH7	NC_000001.11	+	54641786	54710266	0.000000	0.000000	0.000000
7268	TTC4	NC_000001.11	+	54715861	54742657	0.010971	17.047642	35.201954
729467	HSD52	NC_000001.11	-	59131936	59146807	0.017819	27.688627	57.174694
101926925	LINC01358	NC_000001.11	+	59020476	59088247	0.009739	15.133260	31.248911
100131060	LINC01135	NC_000001.11	+	58785151	58899712	0.022241	34.559895	71.363289
55277	FGGY	NC_000001.11	+	59296813	59762727	0.000744	31.685213	65.427307
100616409	MIR4711	NC_000001.11	-	59733227	59733296	0.000000	0.000000	0.000000
105378763	LINC01748	NC_000001.11	-	60515716	60622685	0.012723	19.770044	40.823483
100996570	NFIA-AS2	NC_000001.11	-	60940244	60970740	0.012854	19.973602	41.243816
101926964	LOC101926964	NC_000001.11	-	60659631	60825584	0.012811	19.906786	41.105843
105378769	LINC01739	NC_000001.11	-	63000497	63012471	0.008184	12.716972	26.259481
85440	DOCK7	NC_000001.11	-	62454726	62688386	0.000000	0.000000	0.000000
27329	ANGPTL3	NC_000001.11	+	62597520	62606313	0.000000	0.000000	0.000000
100271137	RPL13AP9	NC_000001.11	-	62640920	62641743	0.118932	184.806320	381.609558
100996301	FOXD3-AS1	NC_000001.11	-	63320884	63324441	0.000000	0.000000	0.000000
27022	FOXD3	NC_000001.11	+	63322567	63325128	0.038251	59.437550	122.733559
441887	LOC441887	NC_000001.11	-	63359511	63361181	0.058648	91.132088	188.180115
5236	PGM1	NC_000001.11	+	63593411	63660245	0.000000	0.000000	0.000000
106479269	RN7SL130P	NC_000001.11	+	63655743	63656047	0.321311	499.279480	1030.970215
4774	NFIA	NC_000001.11	+	61077227	61462788	0.000254	0.394686	0.814994
645030	NFIA-AS1	NC_000001.11	-	61248945	61253518	0.000000	0.000000	0.000000
199899	LINC00466	NC_000001.11	-	63159083	63317257	0.009844	15.296417	31.585819
100873288	RNA5SP49	NC_000001.11	-	63186336	63186450	0.000000	0.000000	0.000000
107075109	RPSAP65	NC_000001.11	+	63262049	63262749	0.139800	217.232742	448.567383
4919	ROR1	NC_000001.11	+	63774017	64143385	0.000000	0.000000	0.000000
100131759	RPL19P3	NC_000001.11	-	63788641	63789334	0.000000	0.000000	0.000000
100131874	CFL1P3	NC_000001.11	-	63842691	63843767	0.000000	0.000000	0.000000
106479924	RNU6-809P	NC_000001.11	-	64028894	64029000	0.000000	0.000000	0.000000
101927034	ROR1-AS1	NC_000001.11	-	64094442	64113791	0.005065	7.870414	16.251745
199900	MRPS21P1	NC_000001.11	-	65092025	65092685	0.296520	460.757172	951.424927
55225	RAVER2	NC_000001.11	+	64745075	64833232	0.000000	0.000000	0.000000
3716	JAK1	NC_000001.11	-	64833229	65067746	0.000000	0.000000	0.000000
100130270	LOC100130270	NC_000001.11	+	64918369	64918841	0.207188	321.945770	664.791016
101927084	LINC01359	NC_000001.11	-	64979577	65002476	0.000000	0.000000	0.000000
391045	SLC2A3P2	NC_000001.11	-	64982782	64986108	0.058912	91.542313	189.027206
106481551	RNU6-1176P	NC_000001.11	-	65022968	65023074	0.000000	0.000000	0.000000
100500854	MIR3671	NC_000001.11	-	65057755	65057842	0.000000	0.000000	0.000000
406893	MIR101-1	NC_000001.11	-	65058434	65058508	0.000000	0.000000	0.000000
3953	LEPR	NC_000001.11	+	65420652	65641559	0.001652	2.567014	5.300668
54741	LEPROT	NC_000001.11	+	65420668	65436007	0.000000	0.000000	0.000000
124904827	LOC124904827	NC_000001.11	+	65571549	65571652	0.000000	0.000000	0.000000
100422694	LOC100422694	NC_000001.11	-	65575954	65578499	0.038492	59.812035	123.506844
5142	PDE4B	NC_000001.11	+	65792510	66374579	0.000000	0.000000	0.000000
101927139	PDE4B-AS1	NC_000001.11	-	66042500	66050718	0.011924	18.528492	38.259781
106479599	RNU4-88P	NC_000001.11	-	66094461	66094546	0.000000	0.000000	0.000000
149224	RPS7P4	NC_000001.11	-	68242433	68243099	0.293853	456.613007	942.867493
100130626	ELOCP18	NC_000001.11	-	68375322	68375662	0.287390	446.570190	922.130066
55635	DEPDC1	NC_000001.11	-	68474152	68497082	0.000000	0.000000	0.000000
101927220	DEPDC1-AS1	NC_000001.11	+	68496676	68538627	0.021024	32.668819	67.458374
171416	TXNP2	NC_000001.11	-	68513844	68514743	0.000000	0.000000	0.000000
105378785	LINC01707	NC_000001.11	+	69055898	69185003	0.011309	17.572855	36.286472
100289178	GNG12-AS1	NC_000001.11	+	67832288	68202987	0.012402	19.271248	39.793510
